"path","responsibility","planned_action","status","behavior","validation","remaining_work","validated_version","related_paths","sha256"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/MenuActionPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","E618AA40B7E890B789394E16C0383E455C4B1AE7E776CEC0BA8741585E357C8E"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/OpenAuthScreenPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","FA965E30729F1CFD0C55510730AEF9F79C86097189BFD73A331CA5D0181DF3AD"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/OpenMainMenuPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","743216D29FA2B9A6136B45F2D71E7481D9392AEF5C24B0E24A7D63C202E64A36"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/OpenPagePayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","FEBCC2C7F1B9CAE8A9B53AFD8E05F4BBEDEB42BD94C271309DC4C1AA55125AA3"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/RoomActionPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","6384605641923AF192E6BA60F57E8BF0E2775A624F903B12BDB938BE1B3AC503"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/RoomListPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","F46EA6C3C0F79A433A914B39EC395985EA8DC0628C36297F0F440A43D2C451BA"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/RoomStatePayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","87D0602B6F4AE8352A2593C7954BC88B1286784252822952F3F7D16CDBD693B8"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/SendChatPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","180CB694753AE78DAE41CD320779ADCD7E268424908E5668A29AFDF71E080349"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/ServerDexPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","674AB1994EB083CE68E6A22033CF669C0C6A45B37A0C3EAC9145C8BFE9DDB32E"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/SubmitAuthPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","6A6E62BEC2280EB93C07CFA31F16594FE3EC3B62255BD49AB073B019E3DCFE04"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/TeamPickPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","94636DB1440C92CADC5870C5631DEDE1DCC519A0C4F325C8BD92A4ED1965D7A9"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/network/TeamPreviewPayload.java","客户端与服务端游戏包 record 及线协议","保留公开 record，集中包类型创建并固定编解码契约","已验证","包 ID、字段顺序、列表元素、UUID、整数及布尔值编码","16个包ID和全部CODEC代表值往返通过，解码完整消费；23个network公开class签名一致；全量63项通过","路由与线程调度由CobbleBattleNetwork集成验证","B3-payload-contract","src/main/kotlin/io/github/rinicesiberia/shadowbattle/network/PayloadTypeCatalog.kt;src/test/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/network/PayloadCodecContractTest.kt","8F7FFFC816884144527A6B7B958347545E0D005C1474FD6C70EC9BCBC099391D"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/DumperOptions.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","CCA137FC61052CCFA82486069E12FAC2981CCFCCF06C594872D5120C8D7BD375"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/LoaderOptions.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","7F79D796D632900039CC1E9A3391DF8E9D7BEF3D1E400BF9146ED55987C7F6F1"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/TypeDescription.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","F4952CFC2EA9D0344F2087F9A6E45BED6E66BDDDDD6546C7C512EDB795A70440"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/Yaml.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","015B85346A2C5C819A0218A7FA09F4034DAFDF7CDEE65C0A8778709614D80CE8"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/comments/CommentEventsCollector.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","E807ADFE3D6833AEA07B6AEE043E35E2952511333A851BDCFE7D9C248846B38F"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/comments/CommentLine.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","40FC3574E4AC6383EDC2CDAA95C8603A9DF295C020550EDCE1794FDF14E05602"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/comments/CommentType.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","5EC5F2546E850E8FFBA1F4DF3893A7981AE203898772FC1FAB5D17ACBE6111B0"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/composer/Composer.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","CC7D89766134BBDF341C2804FD0F4E09D6CF6C3764C3076344E7032073D30C59"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/composer/ComposerException.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","CCF1FD6F2E641AE2BFAEFA0F7F1DD4C00F9C34F9EDB1CD20749F9034F53DEB15"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/AbstractConstruct.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","433FF775C11CC6E21949C3ABA1DA85C105420BE6D0ED9A814CF0A8A1C44DDEE5"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/BaseConstructor.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","AF1625E8288AF668F74F9842D93C69E9F660FA87D368F448E57A3E322CD89006"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/Construct.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","A380B88E8E6EF6CFAB27BC99316D6E38FA0993D6094F92BEB41032224DB223AB"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/Constructor.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","CA9534EB8B5FF1B04EA7B43ADEA21293CFA5B37E59F4DDA85EB6A5894EF69359"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/ConstructorException.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","D0425E68308A981C4C4A3365A80DDD906CF397A173A3CEA3CF7196A8D9DB9417"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/CustomClassLoaderConstructor.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","59B47F20E4566AAD0B31BC4195CAAB0B3E76DC215444327494D4C91E2BAE98AA"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/DuplicateKeyException.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","64F7AA2F11EFDA8344DA91B0248548DF79F6DB23AA06762A9C9115A5A24A7964"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/constructor/SafeConstructor.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","B4F97C9982F6C3B3359A5B7507789EA036AB85355E467660805293B7549C1712"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/emitter/Emitable.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","87B68BDBAC78D4027C123AC2494AEC9EE04D252842E0C9F44D47E1AE16B26265"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/emitter/Emitter.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","0A37058E4A0E8325DE18A90969A98086302A6E717AC176BFF49B9C9A7440C89E"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/emitter/EmitterException.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","235DCF423C2BE3A11E303838511D6934C8F3A12286EC3F87AEFAAB0478E04A0E"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/emitter/EmitterState.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","BFBC91D47CDB5ADD2A9FFFAB27988661C3DE9EA30038FE8C0494CA1867779052"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/emitter/ScalarAnalysis.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","49774FD000A3AACADE5189E56441FC27D25DE245AAD25EA498FBE674D09C4E45"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/env/EnvScalarConstructor.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","0FD1AAD49CF0AC578D3A843DE03C850BFF40D8C27FD06C70BA28066BBE1A384D"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/error/Mark.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","8485F27F3810BC0AF90F6ECF86C496FB311E4A173449A20DAA118382C755EAE7"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/error/MarkedYAMLException.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","C6BBF5CD20D9F5C4163C2E9A7440942FC1D9F7005FD2563C3AE42584CA1BDBA8"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/error/MissingEnvironmentVariableException.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","DAB469002E8D8527297A2A298CA744578F776ADF916BA8C46355A3CF744258CA"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/error/YAMLException.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","A3FB1E994BA33B6A7BEBABD08712E0E4FDAEAC8B6E7C3D1620630E2E508EEEE5"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/AliasEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","FB8925F087060F1D2D45F46A1CDC282A2D005AD6CC5B045DA68ABC4AA090AD82"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/CollectionEndEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","C9EADE03218B998C681631A93AF4E386E5338B2B7A5904E449F9496F7EE627C2"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/CollectionStartEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","BEC87B72A777D090308CD82A71CAD93B45F2B0BDE2AC890B4022FE33351E9F77"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/CommentEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","760EFA5336C9384CCE710ED6E590BC7C36CC2C366DD020359522822E58070FA5"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/DocumentEndEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","4E7CDE96BEB1EA7AE2945A0966586557CDD6573C6E821FE7666F0DF723D6E9DD"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/DocumentStartEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","D395C65D9917EB4D1D92D88A891BD3BD79EC0E21645179B891C01DC7F95887B6"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/Event.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","AD3EAFA469939C7227FCDA60F87C3C1FEAAE2F0677BEB4425C2CA687F258EF10"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/ImplicitTuple.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","907A2E251A7778558CC2081D74CE8EEFD700B07797D217FAF75BA41D511525A3"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/MappingEndEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","5E0C918E940F2F096BDFAA45066DC85D2F0BED2DE7EDBFFAAF925A6C4D0556BB"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/MappingStartEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","279585BF303E84FD18F71B5B26E78F31546469DCED952A2B057C9D069EB0B967"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/NodeEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","8EF1F3D91C69479C0CB5285DA906F6AD4E8E20724901066BB71DB06D392E954D"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/ScalarEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","AC3B45D38BD64B5A118C5BB12BD14A1EA252EE2693A5728B527277DBD58A1C61"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/SequenceEndEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","4020FE9BAF5D3892E2D9BDCF85047FA89BFBFB5FF8CB838584584897A7019A33"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/shaded/snakeyaml/events/SequenceStartEvent.java","第三方 YAML 库","删除复制源码/元数据，改用锁定Maven依赖","已验证","待建立对应关系","16正常文档+2异常文档差分一致；配置回归及最终JAR隔离加载通过","第三方全库行为不属于项目重写范围","B-vendor-chat","build.gradle.kts:bundledLibraries(org.yaml:snakeyaml:2.6)","363E6CBB94392145AAEB62CCB07F91F8992FBEC785793632663AB616B9D6966C"
